ID,site ,Abundance ,Species ,Kelp?,Distance from kelp,Zoo_Phyto,Group,depth,coverage
12E,E,0,ladder,yes,0,phytoplankton,diatom ,6.4,high
12E,E,0,fluffy,yes,0,phytoplankton,misc,6.4,high
12E,E,0,ex,yes,0,phytoplankton,misc,6.4,high
12E,E,273,copopod,yes,0,zooplankton,,6.4,high
12E,E,8,naupilis ,yes,0,zooplankton,,6.4,high
12E,E,6,foramifera,yes,0,zooplankton,,6.4,high
12E,E,0,sally,yes,0,zooplankton,,6.4,high
13E,E,15,CB,yes,0,phytoplankton,diatom,5,high
13E,E,8,Space,yes,0,phytoplankton,dinoflagellete,5,high
13E,E,23,spike,yes,0,phytoplankton,diatom ,5,high
13E,E,1,pouch,yes,0,phytoplankton,dinoflagellete,5,high
13E,E,0,star,yes,0,phytoplankton,diatom,5,high
13E,E,0,2ball,yes,0,phytoplankton,diatom,5,high
13E,E,0,ladder,yes,0,phytoplankton,diatom ,5,high
13E,E,0,fluffy,yes,0,phytoplankton,misc,5,high
13E,E,0,ex,yes,0,phytoplankton,misc,5,high
13E,E,116,copopod,yes,0,zooplankton,,5,high
13E,E,8,naupilis ,yes,0,zooplankton,,5,high
13E,E,1,foramifera,yes,0,zooplankton,,5,high
13E,E,5,sally,yes,0,zooplankton,,5,high
14E,E,46,CB,yes,0,phytoplankton,diatom,4.8,high
14E,E,73,Space,yes,0,phytoplankton,dinoflagellete,4.8,high
14E,E,34,spike,yes,0,phytoplankton,diatom ,4.8,high
14E,E,13,pouch,yes,0,phytoplankton,dinoflagellete,4.8,high
14E,E,2,star,yes,0,phytoplankton,diatom,4.8,high
14E,E,0,2ball,yes,0,phytoplankton,diatom,4.8,high
14E,E,1,ladder,yes,0,phytoplankton,diatom ,4.8,high
14E,E,0,fluffy,yes,0,phytoplankton,misc,4.8,high
14E,E,0,ex,yes,0,phytoplankton,misc,4.8,high
14E,E,177,copopod,yes,0,zooplankton,,4.8,high
14E,E,30,naupilis ,yes,0,zooplankton,,4.8,high
14E,E,3,foramifera,yes,0,zooplankton,,4.8,high
14E,E,5,sally,yes,0,zooplankton,,4.8,high
